id,number_of_reviews,last_review,reviews_per_month,number_of_reviews_ltm
950,188,8/23/23,1.84,15
951,162,7/30/23,1.56,21
952,97,9/26/21,0.94,0
953,74,5/29/23,0.72,7
954,171,8/10/23,1.76,22
955,455,8/13/23,4.46,68
956,0,,,0
957,0,,,0
958,9,7/31/21,0.09,0
959,0,,,0
960,0,,,0
961,7,10/23/17,0.07,0
962,0,,,0
963,174,8/25/23,1.75,23
964,214,8/26/23,2.1,26
965,131,7/30/23,1.27,13
966,14,9/3/23,0.14,11
967,115,2/28/23,1.45,2
968,661,8/14/23,6.38,44
969,357,8/23/23,3.44,34
970,7,3/12/17,0.07,0
971,1,3/16/15,0.01,0
972,119,7/31/23,1.15,5
973,45,8/13/23,0.44,4
974,2,3/17/16,0.02,0
975,0,,,0
976,13,10/21/18,0.13,0
977,2,10/9/16,0.02,0
978,26,8/30/23,3.56,26
979,105,4/23/23,1.02,5
980,0,,,0
981,2,3/23/15,0.02,0
982,17,6/5/23,0.16,5
983,0,,,0
984,1,3/23/15,0.01,0
985,330,8/20/23,3.19,35
986,190,6/19/23,1.84,15
987,0,,,0
988,81,10/14/17,0.78,0
989,0,,,0
990,21,5/31/23,0.23,8
991,1,3/20/15,0.01,0
992,80,8/27/23,0.77,6
993,0,,,0
994,1,4/19/20,0.02,0
995,1,8/6/17,0.01,0
996,0,,,0
997,87,11/17/19,0.84,0
998,48,9/4/23,0.46,39
999,4,10/12/15,0.04,0
1000,52,6/3/23,0.5,6
1001,0,,,0
1002,0,,,0
1003,205,7/23/23,1.99,18
1004,188,7/31/23,1.82,8
1005,0,,,0
1006,0,,,0
1007,343,8/27/23,3.32,43
1008,0,,,0
1009,3,10/25/22,0.03,1
1010,1,3/18/15,0.01,0
1011,1,3/16/16,0.01,0
1012,1,3/15/16,0.01,0
1013,1,3/22/15,0.01,0
1014,36,8/24/23,0.35,30
1015,3,11/9/15,0.03,0
1016,6,4/23/16,0.06,0
1017,2,3/23/15,0.02,0
1018,0,,,0
1019,10,4/24/16,0.1,0
1020,27,3/25/23,0.26,1
1021,131,4/23/23,1.27,14
1022,0,,,0
1023,1,1/16/16,0.01,0
1024,2,3/17/16,0.02,0
1025,0,,,0
1026,227,9/4/23,2.2,34
1027,1,3/26/15,0.01,0
1028,10,2/28/16,0.1,0
1029,1,3/23/15,0.01,0
1030,1,3/23/15,0.01,0
1031,1,3/19/15,0.01,0
1032,82,7/3/23,0.81,8
1033,1,3/22/15,0.01,0
1034,5,10/7/15,0.05,0
1035,0,,,0
1036,209,8/11/23,2.78,31
1037,6,7/6/15,0.06,0
1038,0,,,0
1039,0,,,0
1040,0,,,0
1041,0,,,0
1042,1,3/23/15,0.01,0
1043,264,9/1/23,2.55,11
1044,0,,,0
1045,110,9/4/23,1.07,12
1046,0,,,0
1047,236,7/31/23,2.29,38
1048,0,,,0
1049,0,,,0
1050,0,,,0
1051,386,8/29/23,3.73,51
1052,13,4/17/23,0.13,3
1053,275,3/17/20,2.67,0
1054,0,,,0
1055,17,3/14/23,0.62,4
1056,13,7/17/16,0.13,0
1057,83,10/24/22,0.8,2
1058,2,3/21/15,0.02,0
1059,0,,,0
1060,0,,,0
1061,9,10/5/15,0.09,0
1062,0,,,0
1063,25,11/2/15,0.24,0
1064,85,3/17/19,0.82,0
1065,1,3/17/15,0.01,0
1066,90,10/13/18,0.87,0
1067,144,9/4/19,1.39,0
1068,2,3/15/16,0.02,0
1069,53,6/4/17,0.52,0
1070,2,3/23/15,0.02,0
1071,1,3/16/15,0.01,0
1072,64,6/12/23,0.9,59
1073,451,9/4/23,4.36,65
1074,0,,,0
1075,0,,,0
1076,19,7/16/23,0.22,3
1077,0,,,0
1078,0,,,0
1079,0,,,0
1080,2,3/22/15,0.02,0
1081,65,8/21/23,0.63,10
1082,3,3/18/18,0.03,0
1083,6,8/25/23,0.06,1
1084,1,10/15/17,0.01,0
1085,7,10/22/17,0.07,0
1086,0,,,0
1087,0,,,0
1088,0,,,0
1089,89,7/23/23,0.92,18
1090,6,5/6/19,0.06,0
1091,0,,,0
1092,292,4/12/23,2.83,14
1093,0,,,0
1094,0,,,0
1095,0,,,0
1096,13,9/5/16,0.13,0
1097,0,,,0
1098,0,,,0
1099,4,3/31/16,0.04,0
1100,3,3/19/16,0.03,0
1101,5,4/22/18,0.05,0
1102,7,11/12/17,0.08,0
1103,154,1/7/20,1.49,0
1104,0,,,0
1105,0,,,0
1106,0,,,0
1107,0,,,0
1108,0,,,0
1109,1,3/19/15,0.01,0
1110,9,12/16/17,0.1,0
1111,1,3/20/15,0.01,0
1112,0,,,0
1113,0,,,0
1114,2,3/20/15,0.02,0
1115,14,8/14/22,0.14,0
1116,0,,,0
1117,0,,,0
1118,0,,,0
1119,662,8/10/23,6.49,51
1120,1,3/17/15,0.01,0
1121,7,10/23/16,0.07,0
1122,3,8/1/15,0.03,0
1123,0,,,0
1124,3,3/22/15,0.03,0
1125,42,7/30/23,0.41,4
1126,0,,,0
1127,2,3/22/15,0.02,0
1128,9,5/1/16,0.09,0
1129,0,,,0
1130,0,,,0
1131,0,,,0
1132,0,,,0
1133,8,7/24/22,0.08,0
1134,0,,,0
1135,1,5/23/15,0.01,0
1136,2,3/23/15,0.02,0
1137,0,,,0
1138,1,3/15/15,0.01,0
1139,0,,,0
1140,0,,,0
1141,1,3/23/15,0.01,0
1142,0,,,0
1143,0,,,0
1144,0,,,0
1145,0,,,0
1146,0,,,0
1147,3,3/23/15,0.03,0
1148,1,3/21/15,0.01,0
1149,0,,,0
1150,6,8/5/21,0.06,0
1151,10,6/25/23,0.1,3
1152,0,,,0
1153,0,,,0
1154,67,5/20/18,0.65,0
1155,0,,,0
1156,1,3/18/15,0.01,0
1157,0,,,0
1158,0,,,0
1159,0,,,0
1160,39,8/20/23,0.46,17
1161,0,,,0
1162,0,,,0
1163,0,,,0
1164,0,,,0
1165,0,,,0
1166,0,,,0
1167,1,3/21/15,0.01,0
1168,2,10/22/17,0.03,0
1169,182,5/15/23,1.8,9
1170,75,7/31/23,0.75,6
1171,2,2/13/17,0.02,0
1172,17,7/21/19,0.17,0
1173,173,8/27/23,1.69,33
1174,81,11/18/18,0.89,0
1175,10,10/25/21,0.11,0
1176,77,8/21/23,0.98,8
1177,81,7/28/23,0.8,5
1178,45,6/30/23,0.46,4
1179,221,8/27/23,2.19,47
1180,2,3/15/17,0.02,0
1181,0,,,0
1182,344,9/5/23,3.44,25
1183,9,3/19/16,0.09,0
1184,691,9/4/23,6.74,70
1185,0,,,0
1186,0,,,0
1187,141,9/3/23,1.48,46
1188,74,8/20/23,0.81,18
1189,194,8/20/23,1.93,26
1190,84,5/1/20,0.82,0
1191,0,,,0
1192,0,,,0
1193,0,,,0
1194,126,7/31/23,1.24,13
1195,80,8/20/23,0.82,9
1196,71,8/27/23,0.78,18
1197,211,2/17/20,2.08,0
1198,64,2/26/23,0.63,2
1199,150,9/4/23,1.64,2
1200,222,9/4/23,2.47,29
1201,137,8/27/23,1.37,19
1202,11,5/31/23,0.13,2
1203,15,8/30/17,0.15,0
1204,52,6/27/20,0.52,0
1205,0,,,0
1206,130,11/9/19,1.73,0
1207,2,8/28/15,0.02,0
1208,0,,,0
1209,68,5/16/23,0.69,6
1210,33,10/7/19,0.35,0
1211,403,8/29/23,4.04,39
1212,1,5/26/15,0.01,0
1213,0,,,0
1214,32,9/3/23,0.33,5
1215,410,9/4/23,4.06,74
1216,93,6/22/23,0.99,16
1217,11,7/30/23,1.67,11
1218,244,6/16/23,2.44,12
1219,0,,,0
1220,20,9/22/20,0.25,0
1221,0,,,0
1222,422,8/20/23,4.2,41
1223,0,,,0
1224,40,8/25/23,0.4,6
1225,56,12/29/20,0.56,0
1226,8,10/16/17,0.09,0
1227,275,7/1/23,3.17,8
1228,92,7/31/23,0.96,9
1229,0,,,0
1230,2,7/1/15,0.02,0
1231,1,7/18/16,0.01,0
1232,10,8/7/15,0.1,0
1233,0,,,0
1234,75,5/27/23,0.78,4
1235,103,5/15/23,1.03,8
1236,17,10/9/16,0.17,0
1237,303,7/22/23,3.04,15
1238,2,4/17/17,0.02,0
1239,306,7/15/23,3.06,21
1240,221,5/22/23,2.26,14
1241,216,8/13/23,2.21,32
1242,51,9/3/23,0.52,4
1243,304,9/8/23,3.09,30
1244,14,3/9/20,0.14,0
1245,304,8/20/23,3.83,45
1246,22,4/13/23,0.22,2
1247,46,8/20/23,0.51,16
1248,82,8/27/23,0.91,19
1249,0,,,0
1250,26,11/25/15,0.26,0
1251,0,,,0
1252,0,,,0
1253,74,3/30/23,0.78,10
1254,9,9/4/23,0.66,3
1255,275,2/28/20,2.78,0
1256,243,5/26/23,2.44,17
1257,13,10/31/22,0.13,1
1258,41,8/7/23,0.42,4
1259,137,6/24/23,1.56,19
1260,40,9/23/22,0.4,1
1261,5,8/3/15,0.05,0
1262,194,5/23/23,1.97,12
1263,3,10/3/16,0.03,0
1264,0,,,0
1265,60,11/26/21,0.66,0
1266,14,10/16/22,0.15,1
1267,152,12/30/20,1.55,0
1268,49,8/20/23,0.62,26
1269,33,5/28/23,0.49,5
1270,150,8/10/23,1.54,15
1271,292,7/31/22,3.01,0
1272,38,4/8/23,0.39,2
1273,307,2/27/23,3.35,25
1274,21,4/3/22,0.22,0
1275,12,5/8/23,0.13,5
1276,29,4/2/22,0.51,0
1277,252,9/3/23,4.22,40
1278,351,8/17/23,3.6,39
1279,9,6/7/22,0.1,0
1280,384,7/25/23,4.02,14
1281,16,11/3/19,0.17,0
1282,0,,,0
1283,1,3/4/16,0.01,0
1284,18,10/31/16,0.19,0
1285,11,3/26/18,0.14,0
1286,334,8/29/23,3.41,38
1287,124,7/19/23,1.98,17
1288,97,1/12/23,1.5,19
1289,0,,,0
1290,237,5/24/23,2.6,26
1291,225,5/30/23,2.46,16
1292,0,,,0
1293,0,,,0
1294,16,9/17/16,0.16,0
1295,0,,,0
1296,6,7/23/22,0.06,0
1297,11,11/11/22,0.12,1
1298,0,,,0
1299,286,9/6/23,2.97,27
1300,11,3/20/16,0.11,0
1301,318,7/27/23,3.23,43
1302,56,7/31/23,0.62,2
1303,26,8/28/21,0.26,0
1304,0,,,0
1305,14,3/10/19,0.14,0
1306,260,8/22/23,2.67,29
1307,21,7/31/23,0.8,5
1308,73,8/19/23,0.76,46
1309,11,2/14/22,0.12,0
1310,34,5/16/23,1.39,11
1311,5,5/31/16,0.05,0
1312,12,6/13/23,0.14,3
1313,89,8/18/23,0.91,5
1314,0,,,0
1315,101,5/21/23,1.23,9
1316,91,8/15/23,1.05,27
1317,198,9/4/23,2.06,28
1318,5,10/16/17,0.05,0
1319,21,4/21/23,0.21,2
1320,0,,,0
1321,202,8/13/23,2.07,20
1322,163,8/28/23,1.7,18
1323,7,3/12/18,0.07,0
1324,71,12/18/16,0.73,0
1325,195,8/26/23,2,24
1326,62,2/19/23,0.64,2
1327,12,7/31/22,0.13,0
1328,5,9/10/23,2.11,5
1329,5,11/21/21,0.06,0
1330,0,,,0
1331,5,3/22/16,0.05,0
1332,116,6/5/23,1.19,2
1333,863,9/4/23,8.81,108
1334,166,8/27/23,1.77,47
1335,27,4/30/18,0.34,0
1336,110,5/21/23,1.13,13
1337,108,9/4/23,1.13,16
1338,0,,,0
1339,205,5/10/23,2.1,14
1340,2,11/9/15,0.02,0
1341,94,4/17/23,1,13
1342,4,8/4/23,0.94,4
1343,0,,,0
1344,0,,,0
1345,1,3/22/16,0.01,0
1346,18,11/10/21,0.2,0
1347,8,4/4/16,0.08,0
1348,13,5/22/16,0.13,0
1349,89,6/25/23,0.93,10
1350,0,,,0
1351,194,8/26/23,2.01,23
1352,2,3/15/17,0.03,0
1353,15,2/24/20,0.31,0
1354,280,8/22/23,2.89,27
1355,65,8/20/23,0.67,17
1356,9,7/2/17,0.09,0
1357,0,,,0
1358,152,5/21/23,1.56,16
1359,14,5/17/16,0.14,0
1360,3,10/17/21,0.04,0
1361,21,10/24/22,0.22,2
1362,47,3/13/18,0.56,0
1363,0,,,0
1364,1,10/5/15,0.01,0
1365,14,6/25/23,0.15,2
1366,13,6/17/23,0.14,1
1367,7,2/26/19,0.08,0
1368,27,3/18/23,0.42,3
1369,87,8/20/23,0.89,4
1370,162,4/30/23,1.67,1
1371,0,,,0
1372,5,8/29/23,1.92,5
1373,153,10/3/21,1.57,0
1374,17,8/12/23,0.18,2
1375,7,11/2/15,0.07,0
1376,0,,,0
1377,2,3/17/16,0.02,0
1378,86,3/19/23,0.94,5
1379,34,10/3/18,0.35,0
1380,0,,,0
1381,312,9/4/23,3.25,34
1382,57,6/10/23,0.59,12
1383,4,9/24/15,0.04,0
1384,112,3/16/23,1.15,7
1385,125,8/20/23,1.29,19
1386,150,8/27/23,1.63,20
1387,1,10/5/15,0.01,0
1388,217,8/20/23,2.25,24
1389,249,7/30/23,2.58,19
1390,59,4/27/23,0.61,2
1391,1,3/17/16,0.01,0
1392,67,5/14/23,0.81,2
1393,1,10/9/15,0.01,0
1394,30,5/28/17,0.32,0
1395,1,10/6/15,0.01,0
1396,195,8/13/23,2.01,12
1397,0,,,0
1398,1,10/7/15,0.01,0
1399,3,3/27/16,0.03,0
1400,14,4/17/23,0.14,7
1401,44,7/19/23,0.46,4
1402,0,,,0
1403,1,10/19/15,0.01,0
1404,0,,,0
1405,18,4/16/23,0.23,3
1406,303,8/12/23,3.14,27
1407,69,9/7/20,1.03,0
1408,1,3/15/16,0.01,0
1409,15,10/24/22,0.16,2
1410,6,3/17/17,0.07,0
1411,4,3/18/18,0.04,0
1412,1,9/30/15,0.01,0
1413,61,5/31/23,0.63,6
1414,16,7/31/23,0.18,4
1415,157,7/29/23,1.62,22
1416,165,9/5/23,1.7,19
1417,2,5/25/17,0.02,0
1418,2,10/26/15,0.02,0
1419,246,9/4/23,2.55,30
1420,144,3/16/20,1.49,0
1421,116,6/4/23,1.2,2
1422,3,8/14/16,0.03,0
1423,259,9/9/23,2.69,42
1424,57,3/18/22,0.59,0
1425,1,9/1/16,0.01,0
1426,2,10/2/15,0.02,0
1427,300,7/5/23,3.1,23
1428,0,,,0
1429,0,,,0
1430,0,,,0
1431,70,5/7/23,0.76,3
1432,5,1/10/16,0.05,0
1433,0,,,0
1434,150,8/19/23,1.56,23
1435,0,,,0
1436,1,10/13/15,0.01,0
1437,0,,,0
1438,1,10/4/15,0.01,0
1439,7,3/18/17,0.07,0
1440,173,6/2/23,1.79,22
1441,0,,,0
1442,0,,,0
1443,0,,,0
1444,0,,,0
1445,170,9/3/23,1.75,19
1446,0,,,0
1447,0,,,0
1448,0,,,0
1449,0,,,0
1450,33,1/21/23,0.34,2
1451,5,10/3/16,0.05,0
1452,0,,,0
1453,0,,,0
1454,2,3/17/16,0.02,0
1455,182,9/4/23,1.91,32
1456,1,10/11/15,0.01,0
1457,0,,,0
1458,28,3/26/23,0.29,1
1459,1,4/5/16,0.01,0
1460,88,5/25/23,0.91,20
1461,0,,,0
1462,28,3/15/18,0.29,0
1463,3,3/18/17,0.03,0
1464,0,,,0
1465,4,8/16/20,0.05,0
1466,1,10/5/15,0.01,0
1467,0,,,0
1468,0,,,0
1469,4,11/15/21,0.05,0
1470,3,5/20/16,0.03,0
1471,1,11/26/16,0.01,0
1472,0,,,0
1473,0,,,0
1474,64,8/27/23,0.66,40
1475,0,,,0
1476,27,10/14/17,0.29,0
1477,33,4/29/19,0.34,0
1478,0,,,0
1479,192,9/4/23,2.01,6
1480,314,7/30/23,3.27,25
1481,64,11/17/22,0.99,2
1482,0,,,0
1483,5,10/7/18,0.05,0
1484,20,8/15/22,0.21,0
1485,9,10/23/22,0.12,1
1486,0,,,0
1487,3,11/8/15,0.03,0
1488,198,8/13/23,2.05,14
1489,0,,,0
1490,1,2/18/16,0.01,0
1491,23,4/30/23,0.3,2
1492,0,,,0
1493,12,8/21/23,0.13,2
1494,0,,,0
1495,0,,,0
1496,0,,,0
1497,63,8/31/23,0.65,5
1498,292,9/6/23,3.03,43
1499,0,,,0
1500,0,,,0
1501,2,10/28/15,0.02,0
1502,27,7/29/23,0.28,6
1503,11,12/19/21,0.12,0
1504,2,8/6/23,0.04,1
1505,0,,,0
1506,72,8/26/23,3.54,44
1507,562,8/30/23,5.84,73
1508,1,3/19/16,0.01,0
1509,6,11/17/18,0.07,0
1510,50,9/4/23,0.54,1
1511,440,8/29/23,4.58,68
1512,471,9/5/23,4.98,92
1513,13,6/17/16,0.14,0
1514,2,4/24/17,0.02,0
1515,270,9/4/23,2.92,28
1516,0,,,0
1517,1,3/23/16,0.01,0
1518,0,,,0
1519,8,8/12/23,0.08,3
1520,0,,,0
1521,0,,,0
1522,28,8/20/23,0.31,7
1523,188,8/31/23,1.97,20
1524,33,10/25/17,0.35,0
1525,280,11/5/22,3.05,5
1526,20,9/3/23,0.21,7
1527,0,,,0
1528,219,8/27/23,2.34,23
1529,3,4/26/16,0.03,0
1530,1,11/29/15,0.01,0
1531,119,7/16/23,1.31,10
1532,0,,,0
1533,4,7/11/16,0.04,0
1534,7,9/1/23,0.07,5
1535,0,,,0
1536,65,8/31/23,0.7,4
1537,0,,,0
1538,1,3/20/16,0.01,0
1539,0,,,0
1540,0,,,0
1541,1,11/14/15,0.01,0
1542,14,11/14/16,0.15,0
1543,19,12/23/22,0.21,1
1544,47,3/16/18,0.5,0
1545,22,11/20/17,0.24,0
1546,61,11/20/22,0.66,6
1547,11,4/14/19,0.12,0
1548,84,9/4/23,3.51,46
1549,1,11/19/15,0.01,0
1550,0,,,0
1551,2,7/12/18,0.03,0
1552,17,3/11/23,0.18,1
1553,128,5/29/23,1.39,11
1554,1,3/17/16,0.01,0
1555,159,8/17/23,1.75,23
1556,80,5/10/20,0.87,0
1557,0,,,0
1558,4,7/31/22,0.04,0
1559,14,9/17/17,0.18,0
1560,1,10/17/22,0.09,1
1561,165,8/20/23,1.81,16
1562,8,4/30/17,0.1,0
1563,68,7/28/23,0.75,9
1564,288,8/14/23,3.09,25
1565,10,8/21/16,0.11,0
1566,6,1/14/23,0.06,2
1567,1,3/21/16,0.01,0
1568,28,4/23/17,0.31,0
1569,0,,,0
1570,67,9/4/23,0.77,47
1571,6,2/11/18,0.08,0
1572,4,10/4/16,0.04,0
1573,158,5/29/23,1.72,18
1574,38,9/3/23,3.38,38
1575,280,8/14/23,3,12
1576,29,11/4/19,0.32,0
1577,0,,,0
1578,1,3/17/16,0.01,0
1579,111,10/26/18,1.19,0
1580,92,8/13/23,1.03,8
1581,2,1/3/16,0.02,0
1582,1,2/1/16,0.01,0
1583,25,3/14/18,0.32,0
1584,0,,,0
1585,36,6/6/23,0.5,3
1586,4,1/17/16,0.04,0
1587,256,8/27/23,2.74,16
1588,12,5/28/18,0.13,0
1589,5,10/24/22,0.05,1
1590,533,9/6/23,5.95,67
1591,50,4/11/22,0.55,0
1592,4,1/28/18,0.04,0
1593,82,7/19/23,0.9,8
1594,5,3/12/19,0.05,0
1595,3,3/12/18,0.03,0
1596,516,8/26/23,5.53,72
1597,226,6/4/23,2.43,19
1598,11,10/16/17,0.14,0
1599,13,3/16/17,0.14,0
1600,2,3/1/16,0.02,0
1601,11,5/22/19,0.17,0
1602,46,3/11/20,0.51,0
1603,65,8/24/23,0.7,5
1604,3,3/19/16,0.03,0
1605,20,4/30/23,0.22,2
1606,1,12/1/22,0.11,1
1607,0,,,0
1608,1,3/17/16,0.01,0
1609,2,2/28/16,0.02,0
1610,197,9/4/23,2.16,21
1611,55,3/28/22,0.65,0
1612,329,4/23/23,3.58,19
1613,43,9/4/23,2.97,34
1614,83,7/29/23,1.38,17
1615,3,3/20/16,0.03,0
1616,0,,,0
1617,0,,,0
1618,1,3/17/16,0.01,0
1619,4,4/17/16,0.04,0
1620,44,3/18/21,0.48,0
1621,91,8/7/23,4.33,53
1622,12,10/15/18,0.14,0
1623,0,,,0
1624,1,3/20/16,0.01,0
1625,484,8/23/23,5.2,86
1626,294,8/28/23,3.19,42
1627,1,4/10/16,0.01,0
1628,0,,,0
1629,11,10/17/22,0.12,1
1630,53,4/17/23,0.64,4
1631,8,10/30/16,0.09,0
1632,304,8/14/23,3.3,25
1633,2,8/12/23,0.2,2
1634,215,9/3/23,2.31,13
1635,0,,,0
1636,0,,,0
1637,1,3/14/17,0.01,0
1638,17,4/23/23,0.18,4
1639,1,3/15/16,0.01,0
1640,1,3/22/16,0.01,0
1641,310,7/31/23,3.39,21
1642,40,3/19/23,0.44,2
1643,2,3/23/16,0.02,0
1644,3,10/2/19,0.04,0
1645,17,5/31/23,0.18,3
1646,2,3/20/16,0.02,0
1647,0,,,0
1648,0,,,0
1649,51,9/4/23,3.99,49
1650,2,10/25/21,0.07,0
1651,54,9/7/20,0.59,0
1652,0,,,0
1653,4,11/7/16,0.04,0
1654,1,3/13/18,0.01,0
1655,47,9/4/23,0.51,18
1656,0,,,0
1657,5,7/18/16,0.05,0
1658,5,4/5/16,0.05,0
1659,28,3/19/23,0.31,2
1660,1,3/20/16,0.01,0
1661,307,8/16/23,3.34,26
1662,16,8/12/23,0.18,4
1663,0,,,0
1664,2,3/15/17,0.02,0
1665,0,,,0
1666,2,3/15/23,0.2,2
1667,29,10/23/22,0.32,1
1668,12,3/12/19,0.15,0
1669,313,8/21/23,3.4,38
1670,1,2/10/16,0.01,0
1671,1,3/19/16,0.01,0
1672,0,,,0
1673,18,5/27/19,0.2,0
1674,3,3/15/17,0.03,0
1675,1,3/13/16,0.01,0
1676,19,7/14/19,0.21,0
1677,1,3/22/16,0.01,0
1678,5,8/11/16,0.06,0
1679,4,4/11/16,0.04,0
1680,3,3/15/19,0.05,0
1681,0,,,0
1682,1,3/23/16,0.01,0
1683,0,,,0
1684,0,,,0
1685,57,5/7/23,0.62,3
1686,1,3/15/16,0.01,0
1687,0,,,0
1688,3,7/27/22,0.04,0
1689,11,4/26/17,0.12,0
1690,102,11/11/19,1.12,0
1691,5,10/10/16,0.05,0
1692,0,,,0
1693,194,8/17/23,2.12,19
1694,0,,,0
1695,0,,,0
1696,1,3/15/16,0.01,0
1697,111,8/27/23,5.87,64
1698,1,3/16/17,0.01,0
1699,12,8/1/16,0.13,0
1700,145,9/6/23,1.59,18
1701,0,,,0
1702,203,8/27/23,2.23,24
1703,0,,,0
1704,4,6/4/20,0.05,0
1705,1,3/22/16,0.01,0
1706,1,3/16/18,0.01,0
1707,3,7/15/17,0.03,0
1708,2,5/28/17,0.02,0
1709,274,6/25/23,3,28
1710,0,,,0
1711,0,,,0
1712,0,,,0
1713,1,3/23/16,0.01,0
1714,1,3/15/16,0.01,0
1715,1,3/21/16,0.01,0
1716,0,,,0
1717,0,,,0
1718,1,3/12/17,0.01,0
1719,0,,,0
1720,1,10/14/22,0.09,1
1721,3,3/22/16,0.03,0
1722,0,,,0
1723,67,4/24/22,0.73,0
1724,0,,,0
1725,1,3/17/16,0.01,0
1726,0,,,0
1727,41,3/8/20,0.45,0
1728,0,,,0
1729,1,2/28/16,0.01,0
1730,12,9/6/21,0.15,0
1731,105,6/2/23,1.14,6
1732,0,,,0
1733,1,3/22/16,0.01,0
1734,0,,,0
1735,0,,,0
1736,1,3/15/16,0.01,0
1737,0,,,0
1738,7,8/22/23,0.94,7
1739,1,3/15/16,0.01,0
1740,9,10/24/22,0.1,1
1741,120,8/31/23,1.35,24
1742,0,,,0
1743,1,3/17/17,0.01,0
1744,1,3/19/16,0.01,0
1745,0,,,0
1746,1,3/17/16,0.01,0
1747,2,3/23/16,0.02,0
1748,0,,,0
1749,0,,,0
1750,11,5/8/16,0.12,0
1751,2,3/14/17,0.02,0
1752,0,,,0
1753,37,9/4/23,0.41,6
1754,1,3/17/16,0.01,0
1755,0,,,0
1756,6,8/29/16,0.07,0
1757,0,,,0
1758,4,3/16/17,0.04,0
1759,12,3/20/22,0.18,0
1760,0,,,0
1761,35,3/30/19,0.38,0
1762,1,3/21/16,0.01,0
1763,20,10/17/22,0.23,2
1764,0,,,0
1765,29,1/28/18,0.34,0
1766,418,9/4/23,4.58,58
1767,314,7/30/23,3.58,24
1768,22,2/17/20,0.24,0
1769,0,,,0
1770,2,3/15/17,0.02,0
1771,12,12/25/18,0.14,0
1772,206,3/26/23,2.27,5
1773,3,2/28/16,0.03,0
1774,184,10/2/17,2.01,0
1775,9,1/3/21,0.12,0
1776,1,3/17/16,0.01,0
1777,1,3/16/16,0.01,0
1778,1,3/23/16,0.01,0
1779,159,11/15/21,1.74,0
1780,0,,,0
1781,32,11/15/20,0.38,0
1782,5,10/10/16,0.05,0
1783,3,4/10/16,0.03,0
1784,1,3/12/16,0.01,0
1785,68,12/14/20,0.75,0
1786,0,,,0
1787,0,,,0
1788,10,10/22/17,0.11,0
1789,1,3/17/16,0.01,0
1790,0,,,0
1791,53,7/30/23,0.58,2
1792,231,8/25/23,2.53,14
1793,0,,,0
1794,8,4/24/17,0.09,0
1795,0,,,0
1796,0,,,0
1797,160,7/29/23,1.75,6
1798,399,9/5/23,4.36,69
1799,194,10/24/22,2.3,7
1800,5,11/30/19,0.06,0
1801,3,4/11/16,0.03,0
1802,3,10/10/16,0.03,0
1803,0,,,0
1804,0,,,0
1805,119,9/5/23,1.42,13
1806,3,4/14/19,0.04,0
1807,1,3/16/16,0.01,0
1808,0,,,0
1809,2,3/23/16,0.02,0
1810,0,,,0
1811,71,7/31/23,0.78,4
1812,0,,,0
1813,4,4/18/16,0.04,0
1814,0,,,0
1815,302,7/30/23,3.31,8
1816,408,9/4/23,4.47,51
1817,0,,,0
1818,4,3/13/16,0.04,0
1819,2,4/5/16,0.02,0
1820,0,,,0
1821,1,3/21/16,0.01,0
1822,11,5/27/18,0.12,0
1823,2,3/12/19,0.03,0
1824,23,11/4/19,0.3,0
1825,0,,,0
1826,0,,,0
1827,0,,,0
1828,3,3/21/16,0.03,0
1829,8,5/30/16,0.09,0
1830,0,,,0
1831,0,,,0
1832,17,7/31/23,0.2,1
1833,0,,,0
1834,11,10/23/22,0.12,1
1835,14,10/28/18,0.16,0
1836,453,9/3/23,4.97,66
1837,0,,,0
1838,0,,,0
1839,1,3/13/16,0.01,0
1840,0,,,0
1841,1,3/17/17,0.01,0
1842,47,6/24/18,0.52,0
1843,0,,,0
1844,0,,,0
1845,0,,,0
1846,43,8/27/23,1.27,17
1847,0,,,0
1848,11,10/23/16,0.12,0
1849,0,,,0
1850,0,,,0
1851,0,,,0
1852,1,3/20/16,0.01,0
1853,24,10/25/21,0.27,0
1854,0,,,0
1855,0,,,0
1856,12,7/25/23,0.13,3
1857,0,,,0
1858,7,3/12/17,0.08,0
1859,72,4/3/23,0.93,4
1860,1,3/19/16,0.01,0
1861,0,,,0
1862,0,,,0
1863,81,5/21/23,0.89,14
1864,2,3/23/16,0.02,0
1865,1,3/13/16,0.01,0
1866,1,8/29/16,0.01,0
1867,4,3/20/16,0.04,0
1868,0,,,0
1869,4,3/15/17,0.04,0
1870,0,,,0
1871,2,3/16/16,0.02,0
1872,0,,,0
1873,0,,,0
1874,83,8/31/23,0.91,5
1875,1,3/16/16,0.01,0
1876,3,6/28/16,0.03,0
1877,3,5/22/16,0.03,0
1878,0,,,0
1879,0,,,0
1880,1,3/20/16,0.01,0
1881,0,,,0
1882,1,3/14/16,0.01,0
1883,0,,,0
1884,0,,,0
1885,0,,,0
1886,0,,,0
1887,0,,,0
1888,0,,,0
1889,3,3/19/17,0.04,0
1890,4,3/17/17,0.04,0
1891,0,,,0
1892,2,4/16/23,0.03,1
1893,0,,,0
1894,1,3/23/16,0.01,0
1895,0,,,0
1896,0,,,0
1897,0,,,0
1898,0,,,0
1899,0,,,0
1900,0,,,0
1901,0,,,0
1902,0,,,0
1903,5,3/21/16,0.05,0
1904,0,,,0
1905,0,,,0
1906,0,,,0
1907,0,,,0
1908,5,6/10/22,0.07,0
1909,0,,,0
